product_id;price;retail_price;units_sold;uses_ad_boosts;rating;rating_count;badges_count;badge_local_product;badge_product_quality;badge_fast_shipping;tags;product_color;product_variation_size_id;product_variation_inventory;shipping_option_price;shipping_is_express;countries_shipped_to;inventory_total;has_urgency_banner;origin_country;merchant_title;merchant_info_subtitle;merchant_rating_count;merchant_rating;merchant_has_profile_picture
802;8;55;7;0;5;1;0;0;0;0;butterfly/Summer/printeddre/halter dress/dressesforwomensummer/Beach/Dress/boho/V-neck/beach dress/bohemian/icesilk/Ladies/sleeveless/Skirts/butterflyprintskirt/Casual/Womens Fashion;white;M;50;3;0;63;50;;CN;Chaoyang;(693 notes);6348;4.248.582.230.623.810;0
803;36.799.999.999.999.900;4;100;0;3.71;42;0;0;0;0;Summer/Fashion/Mini/Tops/Polkas/V-neck/Casual/black/polka dot/sleeveless/backless/Dress/Women Fashion;navy;XS;1;1;0;38;50;;;Maxnina;(5,226 notes);105015;3.789.601.485.502.070;0
804;4.86;8;1000;1;3.89;115;0;0;0;0;Summer/Fashion/art/Shirt/Sleeve/tattoo/Tops/Men/short sleeves/Mens Fashion/retrotshirt/Round neck/T Shirts/Shorts/3D T-shirt/Casual/Print/Tee Shirt/printed;white;XS;1;1;0;38;50;;CN;hangzhoukulunfushiyouxiangongsi;87 % avis positifs (14,275 notes);21842;37.899.001.922.900.800;1
805;11;10;100;1;3.96;25;2;1;1;0;pajamaset/Fashion/sexy pajamas for womens/silksleepwearforwomen/silksleepwear/pajamassuit/Casual/Womens Fashion/Summer/Sleepwear/pajamasforwomen/silksleepwearnightgown/silk/pajamassleepwear/womens pajamas/Women;red;XS;50;2;0;27;50;;CN;Shades Darker;(3,520 notes);794;4.277.078.085.642.310;0
806;12;11;50;1;3.29;7;0;0;0;0;wavepointdre/Fashion/long dress/Beach/Dress/summer dress/beach dress/boho/Party Dress/boho dress/printed/Womens Fashion;black;4XL;50;3;0;36;50;;CN;wandonqiushuai;89 % avis positifs (55,499 notes);28;34.642.857.142.857.100;0
807;15;25;1000;1;3.3;408;0;0;0;0;Summer/bandage dress/women dresses/Spring/Dress/slim/casual dresses/Womens Fashion/Fashion/springdre/summer dresses/Casual/casual dress/Slimwaist/party/sleeve dress/Necks/Sleeve/Dresses/Waist/Gifts/long sleeve dress/Ladies/women dress/Women;green;L;49;4;0;25;50;;CN;Colorful Romance;84 % avis positifs (51,369 notes);1335;3.949.063.670.411.980;0
808;3.91;4;1000;1;3.73;145;0;0;0;0;suspenders/Summer/Plus Size/Tank/Shirt/Beach/Tops/Loose/Womens Fashion/Fashion/printed/Summer Fashion/sleeveless/Cotton/blouse/Casual/Women;yellow;S;50;1;0;48;50;1;CN;guangzhouweishiweifushiyouxiangongsi;76 % avis positifs (254 notes);32168;3.884.543.645.859.230;0
809;11;14;100;0;3.16;38;0;0;0;0;Summer/beachlooseshort/elastic waist/Waist/Elastic/mensdrawstringshort/Outdoor/Shorts/casualsummersportsshort/menssolidcolorshort/mens shorts/Casual/menspocketsshort;black;M;9;3;0;94;50;;CN;roserose;33 % avis positifs (3 notes);38985;4.064.229.831.986.660;0
810;11;84;100;0;3.46;56;0;0;0;0;pleated dress/robefemme/summer dress/V Neckdress/Casual/kleid/maternitydres/Party Dress/prom dress/maxi dress/Robes/Beach/loose dress;orange-red;M;50;3;0;40;50;1;CN;vvfashion2016;(88,193 notes);90105;4.201.298.485.100.710;1
811;8;30;10000;1;4.18;1352;0;0;0;0;Summer/Beach Shorts/Fitness/Slim Fit/Mens Fashion/sportshort/Shorts/Running/bodybuildingshort/shortsformen/Men/sknnyshort/Sport/Beach/tracksuitshort;green;S;50;2;0;33;50;;CN;William&Jack;88 % avis positifs (5,914 notes);25356;39.025.477.204.606.400;0
812;8;7;10000;0;3.82;2520;0;0;0;0;Summer/Fashion/tunic/Ladies Fashion/asymmetric/Tops/tank top/Womens Fashion/Music/Ladies/Tank/Printed T Shirts/Women;orange;M;50;3;0;14;50;;CN;WDHDAGE;84 % avis positifs (4,019 notes);8821;38.720.099.761.931.700;0
813;14;12;10000;1;4.36;2010;1;0;1;0;Womens Fashion/Summer/Plus Size/long dress/Beach/Dress/slim/boho/beach dress/Party Dress/printed/party/sexy/Ladies/sleeveless/Striped/Fashion/Women;black;S;50;3;0;38;50;1;CN;haohuangsheng;91 % avis positifs (3,396 notes);22765;4.238.172.633.428.500;0
814;7;33;50;0;3;2;0;0;0;0;butterfly/Mini/Vest/Fashion/Tank/Necks/Summer/womemstop/Tops/tank top/Round neck/#top #crop/tankvest/sleeveless/Casual;blue;S;50;2;0;41;50;1;CN;owiner;89 % avis positifs (9,492 notes);25222;4.001.546.269.130.120;0
815;6;11;100;0;4;35;0;0;0;0;Summer/A-line/women dresses/long dress/Dress/summer dress/Round neck/Cotton Dress/Womens Fashion/Women Clothing/Midi Dress/sleeveless/women dress/printed/Women/casual dress;armygreen;XXS;50;2;0;25;50;;CN;lianhaiqin;83 % avis positifs (3,668 notes);3245;3.774.114.021.571.640;0
816;6;6;1000;0;4.18;352;0;0;0;0;bodycon jumpsuits/Summer/Fashion/Shorts/Spaghetti/Spaghetti Strap/Casual/Womens Fashion/slim/Women/Ladies/sleeveless/Rompers/women Jumpsuit/jumpsuitsampromper/jumpsuit;yellow;XS;5;2;0;37;50;;CN;Yuanda Technology;82 % avis positifs (519 notes);17738;39.359.003.269.816.200;0
817;12;11;100;1;3;6;0;0;0;0;summerwear/Summer/elastic waist/drawstringshort/Casual pants/pants/womens fashion T-shirt/Womens shorts/Casual/largecottonandlinenwomenstrouser/Medium/Plus Size Fashions/slimpant/Fashion/croppedtrouser;white;Size S;10;3;0;25;50;;CN;linpingstore;70 % avis positifs (46 notes);366;39.754.098.360.655.700;0
818;9;34;50;0;4;5;0;0;0;0;women sexy dress/blouse/Fashion/chiffon/Sleeve/shirt dress/Summer/Tops/looseblouse/fashion top/Long Sleeve/womendressshirt/women shirt/Ladies/women dress/Mini dress/women top/Casual/Women Fashion/Shirt;camel;S;50;3;0;61;50;;US;mannika;88 % avis positifs (13,665 notes);537;44.581.005.586.592.100;0
819;3.88;4;100;0;3.47;34;0;0;0;0;Summer/Shorts/high waist shorts/high waist/Casual pants/pants/summer shorts/Waist/Slim Fit/Short pants/Womens Fashion/Plus Size/Lace Up/Women/Fashion/Casual/Lace;red;XS;1;1;0;38;50;;CN;zuilangmanDS;79 % avis positifs (111 notes);5654;39.587.902.370.003.500;0
820;8;7;20000;0;3.96;3761;0;0;0;0;Summer/Fashion/ruffle/Plus Size Fashions/Dress/Tops/casual dresses/tank top/beach dress/Plus Size/V-neck/pocketdres/Sexy Dress/summer dresses/Beach/Casual/Cotton/tunic/Ladies Fashion/Tank/button/T Shirts/Sleeveless dress/Ladies/party/sexy/Women/Womens Fashion/loose dress/sleeveless;navyblue;S;50;2;0;20;50;;CN;exingstore11;90 % avis positifs (15,551 notes);12476;39.987.976.915.678.100;0
821;12;48;1000;1;3.98;131;0;0;0;0;Mini/Plus Size/Dress/V Neckdress/Mini dress/Womens Fashion/Fashion/printed/punk style/tankdre/tunic/Casual/Women Fashion/casual dress/printeddre/Tank/Necks/skull/skullprinted/punk/Cotton Dress/Tunic dress/sleeveless/Women/loose dress;winered;S;50;3;0;43;50;;CN;Cenic Beauty;91 % avis positifs (5,808 notes);42919;4.105.967.054.218.410;0
822;5.65;33;1000;0;3.39;192;0;0;0;0;tank top women/Vest/Fashion/women crop top/Halter/Fitness/sporttshirt/slim/Cross/yoga top/Womens Fashion/sleeveless tops/crochet/sexy/Sport/sexy tank top/Necks/Yoga/summer tank top/Tops/Slim Fit/fitnessvest/Casual/women halter tops/strappy/solid color;armygreen;M;50;2;0;41;50;1;CN;kuailem;85 % avis positifs (27,175 notes);37956;4.030.377.278.954.570;0
823;11;11;1000;0;4.46;217;1;0;1;0;Summer/Plus Size/chiffon/Slim Fit/Tops/tank top/Womens Fashion/Fashion/sleeveless tops/Casual T-Shirt/Tank/slim/Casual/low cut top/Women/Floral print/summer shirt/Chiffon Shirt/slim fit shirt/ruffledtop/sleeveless/tops for women;rosered;M;50;3;0;41;50;;CN;Flirey co.ltd.;89 % avis positifs (904 notes);9002;40.146.634.081.315.200;1
824;12;11;1000;0;3.82;428;0;0;0;0;Mini/Strapless Dress/Fashion/Tank/Spaghetti/Summer/Beach/Tops/Spaghetti Strap/beach dress/tank top/bodycon/Womens Fashion/Sleeveless dress/backless/Dress/sleeveless/Mini dress/slim/Casual/Women;red;S;50;3;0;41;50;1;CN;Oneshopp;82 % avis positifs (9,177 notes);18831;3.978.864.638.096.750;1
825;5.74;5;10000;1;3.61;2366;0;0;0;0;Summer/Fashion/Necks/Skirts/Dress/Loose/Womens Fashion/Round neck/beach dress/sleeveless/black dress/Beach/Casual/Women;white;M;1;1;0;50;50;1;CN;redisland;88 % avis positifs (3,117 notes);59903;4.153.665.091.898.560;1
827;8;58;5000;0;3.45;920;0;0;0;0;bohemia/Summer/Fashion/bikini set/bathing suit/Beach/Swimwear/Swimsuit/padded/boho/Bikini/bohemian/Women/Push up bikini/Womens Fashion/Bras/Swimming;green;S;5;3;0;43;50;;CN;htaassw;94 % avis positifs (27,740 notes);4632;4.192.789.291.882.550;0
828;8;17;1000;1;3.39;219;0;0;0;0;Mini/womens dresses/Summer/Patchwork/fashion dress/Dress/Mini dress/Womens Fashion/Women S Clothing/backless/party/summer dresses/sleeveless/sexy/Casual;green;XXS;1;2;0;41;50;;CN;OOWW FASHION;(66,644 notes);73271;39.544.430.948.124.000;1
829;5.79;5;5000;0;3.78;1022;0;0;0;0;Summer/camisole/chiffon/Dress/slim/beach dress/Ladies/Womens Fashion/backless/printed/Floral/Robes/Beach/Casual/Women;white;S;6;2;0;47;50;;CN;gaowenxiao;(12,309 notes);3566;37.324.733.595.064.400;0
830;8;16;10000;0;3.27;1167;0;0;0;0;Summer/Plus Size/Elastic/Lace/Casual pants/summer shorts/Short pants/women shorts/Shorts/Beach Shorts Women/Beach Shorts/loosepant/Panties/high waisted shorts/Lace Up/Womens Fashion/Casual/Women;white;S;12;2;0;18;50;;CN;LISTONE;(6,348 notes);9177;38.740.329.083.578.500;0
831;2.79;13;100;1;4;2;0;0;0;0;Mini/Plus Size/Floral print/Summer/Dress/slim/Mini dress/Floral/Womens Fashion/Fashion/party/Sexy Dress/Print/sleeveless/sexy/Spaghetti/Casual;grey;XS;35;1;0;48;50;;CN;Beauty Designer;80 % avis positifs (105,015 notes);1309;42.452.253.628.724.200;0
832;9;84;100;1;3.73;82;0;0;0;0;Summer/Plus Size/vest dress/Lace/asymmetricalhem/Bandage Dresses/Pleated/summer dress/beach dress/Cross/Casual/Cotton Dress/slingdre/Sleeveless dress/Fashion/Dress/Cotton/Womens Fashion/loose dress/casual dress;pink;S;15;3;0;43;50;;CN;resonal;80 % avis positifs (21,842 notes);35679;3.909.778.861.515.170;0
834;8;7;20000;0;3.68;2015;0;0;0;0;Summer/Plus Size/Tank/camisole/Pure Color/Loose/tank top/Tops/Womens Fashion/Fashion/sleeveless/Women/Lace/Casual/Women Fashion/Shirt;orange;S;50;3;0;24;50;;CN;hzruanyf;91 % avis positifs (794 notes);3771;3.881.463.802.704.850;0
835;5.65;7;1000;0;4.24;319;0;0;0;0;cottonshortsleeve/printedtop/Vest/Fashion/Shirt/Summer/summer dress/short sleeves/printedwomensdre/Cats/Casual/Womens Fashion/Plus Size/casual wear/printed/patternedtop/casualsolidcolor/T Shirts/Cotton;navyblue;L;12;2;0;40;50;;CN;wushein;79 % avis positifs (28 notes);7627;404.772.518.683.624;0
836;4.86;5;1000;1;3.79;200;0;0;0;0;Summer/printeddres/Halter/Dress/Floral dress/beach dress/Party Dress/V-neck/sleeveless/Floral/maxi dress/Casual/casual dress/Deep V-Neck/Beach/Plus Size/summer dress/Womens Fashion/Sleeveless dress/Ladies/party/Clothes/Fashion/printed;white;XS;1;1;0;20;50;;CN;hcczhiqiang;85 % avis positifs (1,335 notes);2707;4.189.139.268.562.980;0
837;6;8;1000;1;3.82;523;0;0;0;0;Summer/Plus Size/cute/summer t-shirts/short sleeves/cottontop/Womens Fashion/Funny T Shirt/Casual T-Shirt/Casual/Cotton/Funny/Penguin/Shorts/Sleeve/graphic tee/Tops/T Shirts/Womens T Shirts/print t-shirt/Print/Women/Fashion;green;S;4;2;0;54;50;1;US;shopmeleeinc;83 % avis positifs (32,168 notes);3218;4.170.602.858.918.580;0
838;6;9;1000;0;4.01;471;0;0;0;0;blouse/Summer/off shoulder top/Plus Size/Shirt/loose top/lace top/Tops/Collar/Womens Fashion/Fashion/Lace/Casual/Women;black;S;50;2;0;35;50;;CN;WX Shop;(38,985 notes);2505;4.092.215.568.862.270;0
839;8;9;1000;0;4.22;621;0;0;0;0;Summer/Shorts/Fashion/Beach/Dress/Jumpsuits & Rompers/Bow/beach dress/plaid/suspended/loosejumpsuit/Womens Fashion/Clothing/jumpsuit/women Jumpsuit/Rompers/Women Clothing;red;S;50;2;0;39;50;;CN;WPZ SHOP;(90,105 notes);14974;4.192.800.854.815.010;0
840;11;50;5000;0;3.45;869;0;0;0;0;Summer/Plus Size/Lace/pants/Short pants/summer shorts/yogashort/women fashion shorts/women shorts/Fashion/Lace Up/Sport/trousers/Casual/looseshort/Women/Shorts/Yoga/Waist/casualshortpant/sexyshort/Womens Fashion/high waist/solid color;Black;M;50;2;0;43;50;;CN;snowgirl;82 % avis positifs (25,356 notes);36361;3.967.520.145.210.520;0
841;9;17;10000;0;3.93;2253;0;0;0;0;Summer/Bathing/Fashion/summerbikiniset/women swimsuit/Swimwear/beach wear/padded/Bikini/Swimming/sexy/Swimsuit/Womens Fashion/Women;green;S;23;3;0;59;50;;CN;qtcjcc03;82 % avis positifs (8,821 notes);16091;4.343.235.348.952.830;0
842;8;84;1000;0;3.74;536;0;0;0;0;Deep V-Neck/party/Women Rompers/Shorts/Necks/backlessromper/clubwear/Womens Fashion/Sleeveless dress/Sexy Dress/Womens Jumpsuits/women dress/Women/playsuit/trousers/jumpsuit;;L;50;3;0;63;50;;CN;886806Blw;91 % avis positifs (22,765 notes);30225;4.267.890.818.858.560;0
843;12;11;20000;1;3.8;2066;0;0;0;0;Summer/Shorts/Sleeve/pants/Spring/Loose/short sleeves/Long pants/Fashion/off shoulder/black/Causal/Women Fashion/jumpsuit;black;M;25;3;0;49;50;1;CN;Smart Home International Co.Ltd;85 % avis positifs (25,222 notes);55670;41.214.837.434.884.100;1
844;14;37;1000;0;3.85;422;0;0;0;0;bathing suit/Fashion/Summer/sexy bikini/beach wear/high waist/women swimwear/high waist bikini/Summer Fashion/sexy/Swimsuit/Women/Waist/women swimsuit/Beach/Swimwear/Two piece set/Bikini/backless/Suits/Womens Fashion/Swimming;orange;M;50;4;0;41;50;1;CN;leiston;80 % avis positifs (3,245 notes);139223;3.933.581.376.640.350;0
845;8;7;100;0;4.07;14;0;0;0;0;cute/momshirt/Shirt/Sleeve/pregnant/Summer/Print/maternityshirt/Maternity/Cartoons/seenyousoon/Funny/short sleeves/Fashion/pregnantshirt/Shorts/Baby/pregnancyshirt/Casual/T Shirts;black;S;1;3;0;33;50;;CN;taizi;83 % avis positifs (17,738 notes);360;4.230.555.555.555.550;0
846;8;7;1000;0;3.09;337;0;0;0;0;Summer/Fashion/halter dress/Halter/Dresses/Dress/Spaghetti Strap/Womens Fashion/Floral dress/Floral/Elegant/beach dress/Plus Size/dressesforwomen/Elegant Dress/V-neck/maxi dress/printed/sleeveless/Women;yellow;S;50;3;0;37;50;;CN;HuanShiCiTrade;84 % avis positifs (366 notes);2076;4.097.302.504.816.950;1
847;8;26;100;0;5;13;0;0;0;0;Summer/Flowers/Necks/printed/Pocket/fashion dress/Dress/beach dress/Round neck/women dress/Womens Fashion/Stripes/Vintage/bohemian dress/sexy/Beach/Women;yellow;S;50;2;0;33;50;;CN;LI SHANSHAN78WGV;95 % avis positifs (537 notes);138;36.594.202.898.550.700;0
848;7;6;5000;0;3.44;921;0;0;0;0;bigswing/Summer/Plus Size/Necks/splicedre/long dress/Dress/Loose/Round neck/lattice/Womens Fashion/off shoulder/printed/sleeveless/Beach/Casual/Women;red;S;5;2;0;47;50;;CN;gaowenxiao;84 % avis positifs (5,654 notes);3566;37.324.733.595.064.400;0
849;7;26;5000;0;3.59;677;0;0;0;0;blouse/Summer/Plus Size/Shirt/Sleeve/Tops/Loose/short sleeves/Casual/Womens Fashion/Shorts/button/Tops & T-Shirts/Fashion/summer tops/Women;red;S;50;2;0;33;50;1;CN;Luowei clothe;(12,476 notes);5534;3.999.819.298.879.650;0
850;16;111;1000;1;4.05;580;0;0;0;0;Summer/Loose/Floral print/Halter/halterneck/Print/Cross/Floral/Womens Jumpsuits/Womens Fashion/Women/Summer Fashion/sleeveless/sexy jumpsuit/Wool/women Jumpsuit/jumpsuitsampromper/Women Fashion/jumpsuit;beige;S;50;4;0;44;50;;CN;jayne208;87 % avis positifs (42,919 notes);20387;41.934.566.145.092.400;0
851;11;24;1000;0;3.78;463;0;0;0;0;Beach Shorts/shorts feminino/Waist/pants/Short pants/Slim Fit/summer shorts/women shorts/high waist/Womens Fashion/Shorts/high waisted shorts/shortsforwomen/Casual/Women;yellow;S;50;2;0;41;50;;CN;First Crush;(37,956 notes);50864;4.079.643.755.898.080;1
852;9;65;1000;0;4.09;520;0;0;0;0;Summer/Bat/Fashion/Tops & Blouses/Shirt/Sleeve/Wings/tee shirt women/Tops/Womens Fashion/Shorts/T Shirts/Plus Size/european/Women/Casual/Necks;black;L;13;3;0;94;50;;CN;roserose;85 % avis positifs (9,002 notes);38985;4.064.229.831.986.660;0
853;5;28;5000;1;3.29;1530;0;0;0;0;Fashion/long dress/Dress/summer dress/beach dress/boho/Womens Fashion/Party Dress/boho dress/printed/wavepointdres/slitdres/Beach/Bodycon Dress;blue;Size-S;1;2;0;26;50;;CN;sell best quality goods;(18,831 notes);4435;3.696.054.114.994.360;0
856;9;50;5000;0;3.6;985;0;0;0;0;elastic waist/Lace/Elastic/pants/casualshort/Short pants/summer shorts/Womens Fashion/women shorts/women fashion shorts/High Waist Pants/Shorts/Lace Up/solid color/sexy/Beach/Waist;black;S;50;3;0;43;50;;CN;sangery;88 % avis positifs (59,903 notes);7889;399.505.640.765.623;0
857;1.76;2;100;0;4.63;35;1;0;1;0;hair/Baby Girl/Fashion/Elastic/Summer/Fashion Accessories/Vintage/Accessories/girlsupplie/hairrope/Rope/bowknot/Cloth/scarf/Head Bands/Womens Fashion/Hair Accessories/Bow/Women;white;;2;1;0;45;9;;CN;wenjd_415;(3,769 notes);10622;4.455.940.500.847.290;0
858;5;6;5000;0;4.07;824;0;0;0;0;Fashion/Shirt/Corset/pants/Tops/Womens Fashion/homeampliving/boho/lace lingerie/Sleepwear/Casual/Bras/Women;gray;S;50;1;0;41;50;;CN;Beauty Look;89 % avis positifs (4,632 notes);32778;4.048.355.604.368.780;0
859;8;7;1000;0;4.23;650;0;0;0;0;Summer/Shorts/Shirt/Sleeve/pineappleshirtwomen/pineappleflowerpattern/Tops/summer t-shirts/short sleeves/Round neck/topsforwoman/Womens Fashion/Fashion/teesamptshirt/graphic tees women/Casual/T Shirts/Necks;black;S;50;3;0;43;50;;CN;lihui258;85 % avis positifs (73,271 notes);28101;41.148.001.850.467.900;0
860;46.899.999.999.999.900;4;5000;1;3.95;574;0;0;0;0;Summer/Plus Size/Necks/Dress/Polkas/Round neck/Womens Fashion/Fashion/polka dot/Sleeveless dress/Ladies/sleeveless/printed/Casual/Women;green;L;3;1;0;49;50;;CN;Smart Home International Co.Ltd;78 % avis positifs (3,566 notes);55670;41.214.837.434.884.100;1
861;8;18;1000;1;4.15;158;0;0;0;0;Summer/Shorts/Cotton/Cotton T Shirt/summerfashiontshirt/Tops/street style/short sleeves/T Shirts/Fashion/women t shirt/featherprint/Sleeve/Print/feather/o-neck/Womens Fashion/Casual/Women Fashion/Women;green;L;50;2;0;43;50;;CN;Liifashion;82 % avis positifs (9,177 notes);42514;37.408.853.554.123.300;0
862;6;6;100;0;3.47;19;0;0;0;0;suspenders/Summer/Plus Size/Floral print/Sexy Dress/Mini/Dress/slim/Mini dress/Floral/Womens Fashion/Fashion/sexy/Print/sleeveless/Casual;grey;S;10;2;0;45;50;;CN;Sangboo Store;91 % avis positifs (1,309 notes);10600;38.675.471.698.113.200;0
863;6;33;10;0;2.33;3;0;0;0;0;butterfly/Mini/Vest/Fashion/Tank/Necks/Summer/womemstop/Tops/tank top/Round neck/#top #crop/tankvest/sleeveless/Casual;blue;S;50;2;0;41;50;;CN;shenzhenfuzhuangmaoyiyouxiangongsidianpu;(35,679 notes);32394;39.246.774.093.968.000;0
864;6;10;1000;0;3;87;0;0;0;1;Summer/short sleeve dress/neck dress/Necks/Sleeve/Beach/Dress/Loose/short sleeves/V-neck/Shorts/beach dress/Plus Size/Midi Dress/summer dress/Print/Pullovers/Womens Fashion/Casual/Women;yellow;XS;3;2;0;20;50;1;CN;songliling;93 % avis positifs (3,276 notes);232;36.767.241.379.310.300;0
865;4.65;4;50;0;5;0;0;0;0;0;Women Vest/Plus Size/Tops & Blouses/tunic top/tanktopcroptop/Summer/backless top/sleevelessblouse/Tops/ruffletanktop/Womens Fashion/tshirtcasualtop/tank top/teevest/sexy/Ladies/Tank/Fashion/Casual/sleeveless/Women;lightpink;XS;9;1;0;36;50;1;CN;yqlili666;81 % avis positifs (3,771 notes);268;38.917.910.447.761.100;0
867;11;10;100;1;3.5;10;0;0;0;0;bigswing/Summer/Necks/long dress/Dress/Maxi Dresses/Round neck/Womens Fashion/printed/long dresses/sleeveless/Holiday/Beach/Casual/Women;red;S;49;3;0;30;50;;CN;shiyipanpan;86 % avis positifs (7,627 notes);12919;4.024.460.097.530.760;0
868;5;26;100;1;4;4;0;0;0;0;Summer/Shorts/Yoga/Lace/pants/Athletics/Fitness/Short pants/camouflage/Womens Fashion/Fashion/Panties/t/Print/Sport/Women;pink;S;50;2;0;41;50;;CN;supardaily;90 % avis positifs (2,707 notes);19867;4.157.547.692.152.810;0
869;11;11;1000;1;4.22;223;1;0;1;0;Summer/Plus Size/letter print/asymmetric/Dress/boho/Casual/Womens Fashion/Sleeveless dress/boho dress/sleeveless/maxi dress/Fashion/loose dress/casual dress;purple;XS;5;3;0;35;50;1;CN;bumanke003;88 % avis positifs (3,218 notes);667;37.661.169.415.292.300;0
870;7;11;20000;0;3.98;6510;0;0;0;0;Set/Round Collar/Tops/Womens Fashion/Shorts/Suits/sleeveless/sexy/Sport/Fashion/Collar/Women;grey;S;5;2;0;41;50;;CN;Shelan;88 % avis positifs (2,505 notes);43742;4.063.965.982.351.050;0
871;12;11;1000;0;3.61;171;0;0;0;0;butterflyprint/butterfly/Plus Size/Summer/fashion dress/Dress/Mini dress/Mini/Womens Fashion/Fashion/Summer Fashion/knee/Casual/Women Fashion/casual dress/Shorts/button/summer dress/Women/Print/sleeveless/Above Knee dresses/loose dress;white;S;7;3;0;54;50;1;CN;yuanhuaxiaodaian;(14,974 notes);4811;4.194.554.146.747.030;0
872;1.72;26;1000;1;4.33;18;0;0;0;0;Tops & Tees/Plus Size/Tank/Shirt/Summer/Tops/summer t-shirts/tank top/Womens Fashion/Fashion/printed/whiskeytshirt/sleeveless/o-neck/Casual/Women Fashion/Cotton;yellow;XS;9;1;0;43;50;1;CN;LLpp;84 % avis positifs (36,361 notes);1373;4.007.283.321.194.460;0
874;8;47;10000;1;4.21;1631;1;0;1;0;Women Pants/Summer/trousers/Waist/Elastic/pants/Spring/High Waist Pants/Long pants/Womens Fashion/drawstring/loosepant/elastic waist/middlewaist/Wool/Casual/Women;gray;XS;6;3;0;38;50;;CN;The Smalls store;93 % avis positifs (16,091 notes);1659;4.321.880.650.994.570;0
875;5.8;9;1000;1;3.83;52;0;0;0;0;Summer/Plus Size/Shirt/2pieceset/short sleeves/Outfits/Womens Fashion/twopieceoutfit/off shoulder/printed/Tie Dye/Dyes/sexy/shortsforwomen/Fashion/Women Fashion/Women;rosered;XS;4;2;0;43;50;;CN;Yellow store;91 % avis positifs (30,225 notes);28295;38.099.664.251.634.500;0
876;7;6;50000;0;4.12;9207;0;0;0;0;Deep V-Neck/Vest/Plus Size/Halter/Summer/topsamptshirt/tank top/Ladies/T Shirts/Fashion/casual shirt/sexy/blouse/Tank/Casual/Women/halter top/Cotton/Loose tank tops/Cotton Shirt/Shirt/Tops/Womens Fashion/V-neck/sleeveless/women top/Ladies Fashion/button/sleeveless tops;black;M;6;2;0;18;50;1;CN;yangaiqun;88 % avis positifs (55,670 notes);15538;4.156.197.708.842.830;0
877;3.66;26;100;1;3.2;10;0;0;0;0;Summer/Toy/Gifts/bubbleball/Balloon/Children/balloonsbirthday/water/Outdoor/magicbubble/balloonsforparty/Fun/party/gaes/magicbubbleball/bubble/Inflatable/kids;green;S ;50;1;0;140;50;;CN;Zhenxuan;84 % avis positifs (139,223 notes);269;33.382.899.628.252.700;0
878;3.83;4;5000;1;3.76;337;0;0;0;0;capripant/Leggings/Beach Shorts/capri leggings/pants/Simple/yoga pants/women swimwear/Womens Fashion/Plus Size/womenswimbottom/Women/Swimming;black;S;50;1;0;42;50;;CN;Dazzling_store;89 % avis positifs (360 notes);99283;4.285.597.735.765.430;0
879;13;84;10000;1;4.36;2592;1;0;1;0;2 Piece Swimsuit/Plus Size/Swimming/plus size bikinis/sexy swimsuit/Bikini swimwear/women swimsuit/Beach/sexy bikini/Swimwear/Halter/Suits/Bikini/Fashion/Summer/swimsuits for girls/bandage bikini/Halter Bikini/Swimsuit/Womens Fashion/Women;black;S;50;3;0;33;50;;CN;Keeptop international;88 % avis positifs (2,076 notes);23719;4.301.066.655.423.920;1
880;6;17;5000;1;3.85;817;0;0;0;0;blouse/Summer/Vest/Plus Size/letter print/cute/Tops/tank top/Casual/Womens Fashion/tankvest/Print/sleeveless/Clothing/womens vest/sleeveless tops;blue;XXS;1;2;0;41;50;;CN;First Crush;73 % avis positifs (138 notes);50864;4.079.643.755.898.080;1
881;15;59;100;0;3.87;202;0;0;0;0;women dress/boho/Vintage Dresses/Mini/Summer/Beach/Dress/sundress/backless dress/casual dresses/Mini dress/maxi skirt/beach dress/boho dress/summer dresses/Party Dresses/Striped/Women/Womens Fashion/Casual/Necks;;M;11;4;0;30;50;;CN;Simorly;(3,566 notes);7267;4.157.836.796.477.220;0
882;8;7;100;0;4;13;0;0;0;0;Summer/Sling/Dresses/Dress/V-neck/Casual/Pocket/Womens Fashion/Sleeveless dress/women dress/Floral/sleeveless/Women/loose dress/Pleated/casual dress;white & green;XS;5;2;0;23;50;1;CN;yangshaokuei6688;(5,534 notes);129;37.906.976.744.186.000;0
883;1.71;2;50;1;4.67;3;0;0;0;0;Summer/Shorts/Waist/Elastic/Bottom/pants/Loose/Short pants/Womens Fashion/elastic waist/Fashion/Casual/Women Fashion/Women;grey;XS;2;1;0;31;50;1;CN;dududustore;88 % avis positifs (20,387 notes);3762;37.974.481.658.692.100;0
884;12;43;10000;1;3.87;632;0;0;0;0;Women Pants/capripant/elastic waist/Waist/Elastic/pants/Summer/Fitness/jogging/harem pants/Womens Fashion/trousers/34pant/Sport/Fashion/Casual;lightpink;S;50;3;0;42;50;;CN;Clothes-Market;87 % avis positifs (50,864 notes);45524;39.729.373.517.265.600;1
885;20;17;50;0;4.17;12;0;0;0;0;Summer/Shorts/Sleeve/pants/shortsleeveset/mensjoggersuit/sweat suit/Short pants/short sleeves/Outfits/Womens Fashion/Sport Suits/short sleeve shirt/Sport/mens suits/Casual;red;S;50;6;0;36;50;1;CN;wanghaoshop;86 % avis positifs (38,985 notes);26;3.923.076.923.076.920;0
